Unit 199 sees 28 units.
Unit 200 sees 31 units.
Unit 201 sees 20 units.
Unit 202 sees 41 units.
Unit 203 sees 38 units.
Unit 204 sees 36 units.
Unit 205 sees 39 units.
Unit 206 sees 21 units.
Unit 207 sees 3 units.
Unit 208 sees 28 units.
Unit 209 sees 30 units.
Unit 210 sees 31 units.
Unit 211 sees 47 units.
Unit 212 sees 27 units.
Unit 213 sees 23 units.
Unit 214 sees 29 units.
Unit 215 sees 30 units.
Unit 216 sees 29 units.
Unit 217 sees 28 units.
Unit 218 sees 22 units.
Unit 219 sees 38 units.
Unit 220 sees 33 units.
Unit 221 sees 32 units.
Unit 222 sees 36 units.
Unit 223 sees 23 units.
Unit 224 sees 22 units.
Unit 225 sees 29 units.
Unit 226 sees 35 units.
Unit 227 sees 38 units.
Unit 228 sees 22 units.
Unit 229 sees 24 units.
Unit 230 sees 30 units.
Unit 231 sees 32 units.
Unit 232 sees 29 units.
Unit 233 sees 34 units.
Unit 234 sees 38 units.
Unit 235 sees 25 units.
Unit 236 sees 26 units.
Unit 237 sees 31 units.
Unit 238 sees 26 units.
Unit 239 sees 31 units.
Unit 240 sees 18 units.
Unit 241 sees 22 units.
Unit 242 sees 33 units.
Unit 243 sees 6 units.
Unit 244 sees 12 units.
Unit 245 sees 29 units.
Unit 246 sees 43 units.
Unit 247 sees 37 units.
Unit 248 sees 35 units.
Unit 249 sees 29 units.
Unit 250 sees 4 units.
Unit 251 sees 22 units.
Unit 252 sees 31 units.
Unit 253 sees 16 units.
Unit 254 sees 36 units.
Unit 255 sees 34 units.
Unit 256 sees 34 units.
Unit 257 sees 34 units.
Unit 258 sees 20 units.
Unit 259 sees 30 units.
Unit 260 sees 23 units.
Unit 261 sees 29 units.
Unit 262 sees 32 units.
Unit 263 sees 34 units.
Unit 264 sees 36 units.
Unit 265 sees 23 units.
Unit 266 sees 23 units.
Unit 267 sees 32 units.
Unit 268 sees 30 units.
Unit 269 sees 28 units.
Unit 270 sees 34 units.
Unit 271 sees 18 units.
Unit 272 sees 32 units.
Unit 273 sees 27 units.
Unit 274 sees 23 units.
Unit 275 sees 39 units.
Unit 276 sees 31 units.
Unit 277 sees 31 units.
Unit 278 sees 35 units.
Unit 279 sees 36 units.
Unit 280 sees 27 units.
Unit 281 sees 42 units.
Unit 282 sees 29 units.
Unit 283 sees 18 units.
Unit 284 sees 30 units.
Unit 285 sees 32 units.
Unit 286 sees 27 units.
Unit 287 sees 35 units.
Unit 288 sees 30 units.
Unit 289 sees 29 units.
Unit 290 sees 28 units.
Unit 291 sees 31 units.
Unit 292 sees 35 units.
Unit 293 sees 34 units.
Unit 294 sees 27 units.
Unit 295 sees 31 units.
Unit 296 sees 21 units.
Unit 297 sees 21 units.
Unit 298 sees 27 units.
Unit 299 sees 37 units.
Unit 300 sees 35 units.
Unit 301 sees 34 units.
Unit 302 sees 32 units.
Unit 303 sees 21 units.
Unit 304 sees 28 units.
Unit 305 sees 31 units.
Unit 306 sees 18 units.
Unit 307 sees 32 units.
Unit 308 sees 32 units.
Unit 309 sees 25 units.
Unit 310 sees 26 units.
Unit 311 sees 27 units.
Unit 312 sees 35 units.
Unit 313 sees 26 units.
Unit 314 sees 20 units.
Unit 315 sees 17 units.
Unit 316 sees 29 units.
Unit 317 sees 25 units.
Unit 318 sees 37 units.
Unit 319 sees 7 units.
Unit 320 sees 34 units.
Unit 321 sees 37 units.
Unit 322 sees 30 units.
Unit 323 sees 30 units.
Unit 324 sees 28 units.
Unit 325 sees 28 units.
Unit 326 sees 35 units.
Unit 327 sees 27 units.
Unit 328 sees 29 units.
Unit 329 sees 28 units.
Unit 330 sees 31 units.
Unit 331 sees 30 units.
Unit 332 sees 25 units.
Unit 333 sees 30 units.
Unit 334 sees 30 units.
Unit 335 sees 26 units.
Unit 336 sees 28 units.
Unit 337 sees 34 units.
Unit 338 sees 34 units.
Unit 339 sees 27 units.
Unit 340 sees 29 units.
Unit 341 sees 21 units.
Unit 342 sees 24 units.
Unit 343 sees 31 units.
Unit 344 sees 32 units.
Unit 345 sees 33 units.
Unit 346 sees 21 units.
Unit 347 sees 35 units.
Unit 348 sees 25 units.
Unit 349 sees 28 units.
Unit 350 sees 33 units.
Unit 351 sees 31 units.
Unit 352 sees 24 units.
Unit 353 sees 25 units.
Unit 354 sees 28 units.
Unit 355 sees 33 units.
Unit 356 sees 38 units.
Unit 357 sees 37 units.
Unit 358 sees 27 units.
Unit 359 sees 32 units.
Unit 360 sees 28 units.
Unit 361 sees 24 units.
Unit 362 sees 34 units.
Unit 363 sees 26 units.
Unit 364 sees 27 units.
Unit 365 sees 27 units.
Unit 366 sees 30 units.
Unit 367 sees 24 units.
Unit 368 sees 31 units.
Unit 369 sees 26 units.
Unit 370 sees 31 units.
Unit 371 sees 18 units.
Unit 372 sees 21 units.
Unit 373 sees 37 units.
Unit 374 sees 34 units.
Unit 375 sees 28 units.
Unit 376 sees 24 units.
Unit 377 sees 26 units.
Unit 378 sees 31 units.
Unit 379 sees 34 units.
Unit 380 sees 27 units.
Unit 381 sees 40 units.
Unit 382 sees 24 units.
Unit 383 sees 32 units.
Unit 384 sees 21 units.
Unit 385 sees 12 units.
Unit 386 sees 23 units.
Unit 387 sees 22 units.
Unit 388 sees 26 units.
Unit 389 sees 17 units.
Unit 390 sees 22 units.
Unit 391 sees 21 units.
Unit 392 sees 29 units.
Unit 393 sees 31 units.
Unit 394 sees 29 units.
Unit 395 sees 27 units.
Unit 396 sees 31 units.
Unit 397 sees 33 units.
Unit 398 sees 21 units.
Unit 399 sees 28 units.
Unit 400 sees 31 units.
Unit 401 sees 28 units.
Unit 402 sees 32 units.
Unit 403 sees 29 units.
Unit 404 sees 22 units.
Unit 405 sees 37 units.
Unit 406 sees 29 units.
Unit 407 sees 27 units.
Unit 408 sees 33 units.
Unit 409 sees 33 units.
Unit 410 sees 31 units.
Unit 411 sees 34 units.
Unit 412 sees 33 units.
Unit 413 sees 31 units.
Unit 414 sees 30 units.
Unit 415 sees 35 units.
Unit 416 sees 30 units.
Unit 417 sees 23 units.
Unit 418 sees 34 units.
Unit 419 sees 28 units.
Unit 420 sees 38 units.
Unit 421 sees 18 units.
Unit 422 sees 25 units.
Unit 423 sees 25 units.
Unit 424 sees 29 units.
Unit 425 sees 34 units.
Unit 426 sees 37 units.
Unit 427 sees 28 units.
Unit 428 sees 25 units.
Unit 429 sees 26 units.
Unit 430 sees 23 units.
Unit 431 sees 28 units.
Unit 432 sees 36 units.
Unit 433 sees 30 units.
Unit 434 sees 24 units.
Unit 435 sees 24 units.
Unit 436 sees 24 units.
Unit 437 sees 21 units.
Unit 438 sees 33 units.
Unit 439 sees 24 units.
Unit 440 sees 27 units.
Unit 441 sees 26 units.
Unit 442 sees 30 units.
Unit 443 sees 23 units.
Unit 444 sees 30 units.
Unit 445 sees 35 units.
Unit 446 sees 27 units.
Unit 447 sees 27 units.
Unit 448 sees 28 units.
Unit 449 sees 32 units.
Unit 450 sees 23 units.
Unit 451 sees 22 units.
Unit 452 sees 39 units.
Unit 453 sees 31 units.
Unit 454 sees 36 units.
Unit 455 sees 32 units.
Unit 456 sees 28 units.
Unit 457 sees 41 units.
Unit 458 sees 26 units.
Unit 459 sees 33 units.
Unit 460 sees 15 units.
Unit 461 sees 28 units.
Unit 462 sees 25 units.
Unit 463 sees 36 units.
Unit 464 sees 26 units.
Unit 465 sees 29 units.
Unit 466 sees 30 units.
Unit 467 sees 29 units.
Unit 468 sees 34 units.
Unit 469 sees 29 units.
Unit 470 sees 25 units.
Unit 471 sees 28 units.
Unit 472 sees 30 units.
Unit 473 sees 25 units.
Unit 474 sees 32 units.
Unit 475 sees 29 units.
Unit 476 sees 28 units.
Unit 477 sees 38 units.
Unit 478 sees 27 units.
Unit 479 sees 29 units.
Unit 480 sees 31 units.
Unit 481 sees 31 units.
Unit 482 sees 43 units.
Unit 483 sees 23 units.
Unit 484 sees 27 units.
Unit 485 sees 32 units.
Unit 486 sees 25 units.
Unit 487 sees 22 units.
Unit 488 sees 27 units.
Unit 489 sees 25 units.
Unit 490 sees 33 units.
Unit 491 sees 34 units.
Unit 492 sees 29 units.
Unit 493 sees 33 units.
Unit 494 sees 24 units.
Unit 495 sees 31 units.
Unit 496 sees 18 units.
Unit 497 sees 26 units.
Unit 498 sees 20 units.
Unit 499 sees 36 units.
Unit 500 sees 25 units.
Unit 501 sees 26 units.
Unit 502 sees 36 units.
Unit 503 sees 36 units.
Unit 504 sees 30 units.
Unit 505 sees 26 units.
Unit 506 sees 18 units.
Unit 507 sees 20 units.
Unit 508 sees 31 units.
Unit 509 sees 35 units.
Unit 510 sees 31 units.
Unit 511 sees 30 units.
Unit 512 sees 23 units.
Unit 513 sees 31 units.
Unit 514 sees 22 units.
Unit 515 sees 39 units.
Unit 516 sees 35 units.
Unit 517 sees 29 units.
Unit 518 sees 26 units.
Unit 519 sees 28 units.
Unit 520 sees 41 units.
Unit 521 sees 34 units.
Unit 522 sees 12 units.
Unit 523 sees 28 units.
Unit 524 sees 28 units.
Unit 525 sees 36 units.
Unit 526 sees 27 units.
Unit 527 sees 24 units.
Unit 528 sees 39 units.
Unit 529 sees 24 units.
Unit 530 sees 27 units.
Unit 531 sees 38 units.
Unit 532 sees 24 units.
Unit 533 sees 34 units.
Unit 534 sees 29 units.
Unit 535 sees 36 units.
Unit 536 sees 17 units.
Unit 537 sees 36 units.
Unit 538 sees 28 units.
Unit 539 sees 23 units.
Unit 540 sees 31 units.
Unit 541 sees 28 units.
Unit 542 sees 25 units.
Unit 543 sees 5 units.
Unit 544 sees 28 units.
Unit 545 sees 29 units.
Unit 546 sees 29 units.
Unit 547 sees 23 units.
Unit 548 sees 32 units.
Unit 549 sees 19 units.
Unit 550 sees 40 units.
Unit 551 sees 28 units.
Unit 552 sees 35 units.
Unit 553 sees 39 units.
Unit 554 sees 31 units.
Unit 555 sees 27 units.
Unit 556 sees 26 units.
Unit 557 sees 33 units.
Unit 558 sees 10 units.
Unit 559 sees 23 units.
Unit 560 sees 19 units.
Unit 561 sees 37 units.
Unit 562 sees 26 units.
Unit 563 sees 27 units.
Unit 564 sees 31 units.
Unit 565 sees 34 units.
Unit 566 sees 36 units.
Unit 567 sees 25 units.
Unit 568 sees 28 units.
Unit 569 sees 25 units.
Unit 570 sees 24 units.
Unit 571 sees 16 units.
Unit 572 sees 34 units.
Unit 573 sees 23 units.
Unit 574 sees 22 units.
Unit 575 sees 28 units.
Unit 576 sees 36 units.
Unit 577 sees 19 units.
Unit 578 sees 29 units.
Unit 579 sees 34 units.
Unit 580 sees 27 units.
Unit 581 sees 45 units.
Unit 582 sees 27 units.
Unit 583 sees 23 units.
Unit 584 sees 37 units.
Unit 585 sees 34 units.
Unit 586 sees 37 units.
Unit 587 sees 24 units.
Unit 588 sees 31 units.
Unit 589 sees 33 units.
Unit 590 sees 31 units.
Unit 591 sees 30 units.
Unit 592 sees 29 units.
Unit 593 sees 24 units.
Unit 594 sees 32 units.
Unit 595 sees 27 units.
Unit 596 sees 22 units.
Unit 597 sees 28 units.
Unit 598 sees 30 units.
Unit 599 sees 9 units.
Unit 600 sees 27 units.
Unit 601 sees 26 units.
Unit 602 sees 29 units.
Unit 603 sees 23 units.
Unit 604 sees 37 units.
Unit 605 sees 34 units.
Unit 606 sees 27 units.
Unit 607 sees 25 units.
Unit 608 sees 31 units.
Unit 609 sees 26 units.
Unit 610 sees 29 units.
Unit 611 sees 34 units.
Unit 612 sees 27 units.
Unit 613 sees 30 units.
Unit 614 sees 31 units.
Unit 615 sees 23 units.
Unit 616 sees 34 units.
Unit 617 sees 27 units.
Unit 618 sees 25 units.
Unit 619 sees 15 units.
Unit 620 sees 35 units.
Unit 621 sees 21 units.
Unit 622 sees 14 units.
Unit 623 sees 39 units.
Unit 624 sees 19 units.
Unit 625 sees 36 units.
Unit 626 sees 28 units.
Unit 627 sees 34 units.
Unit 628 sees 29 units.
Unit 629 sees 21 units.
Unit 630 sees 33 units.
Unit 631 sees 31 units.
Unit 632 sees 26 units.
Unit 633 sees 22 units.
Unit 634 sees 38 units.
Unit 635 sees 25 units.
Unit 636 sees 22 units.
Unit 637 sees 22 units.
Unit 638 sees 29 units.
Unit 639 sees 34 units.
Unit 640 sees 37 units.
Unit 641 sees 15 units.
Unit 642 sees 26 units.
Unit 643 sees 31 units.
Unit 644 sees 35 units.
Unit 645 sees 35 units.
Unit 646 sees 28 units.
Unit 647 sees 22 units.
Unit 648 sees 27 units.
Unit 649 sees 26 units.
Unit 650 sees 31 units.
Unit 651 sees 10 units.
Unit 652 sees 25 units.
Unit 653 sees 7 units.
Unit 654 sees 32 units.
Unit 655 sees 27 units.
Unit 656 sees 31 units.
Unit 657 sees 31 units.
Unit 658 sees 39 units.
Unit 659 sees 30 units.
Unit 660 sees 18 units.
Unit 661 sees 37 units.
Unit 662 sees 30 units.
Unit 663 sees 30 units.
Unit 664 sees 11 units.
Unit 665 sees 35 units.
Unit 666 sees 37 units.
Unit 667 sees 26 units.
Unit 668 sees 31 units.
Unit 669 sees 15 units.
Unit 670 sees 29 units.
Unit 671 sees 33 units.
Unit 672 sees 24 units.
Unit 673 sees 32 units.
Unit 674 sees 25 units.
Unit 675 sees 28 units.
Unit 676 sees 30 units.
Unit 677 sees 25 units.
Unit 678 sees 33 units.
Unit 679 sees 2 units.
Unit 680 sees 25 units.
Unit 681 sees 24 units.
Unit 682 sees 35 units.
Unit 683 sees 39 units.
Unit 684 sees 31 units.
Unit 685 sees 28 units.
Unit 686 sees 23 units.
Unit 687 sees 23 units.
Unit 688 sees 31 units.
Unit 689 sees 26 units.
Unit 690 sees 27 units.
Unit 691 sees 33 units.
Unit 692 sees 26 units.
Unit 693 sees 18 units.
Unit 694 sees 28 units.
Unit 695 sees 23 units.
Unit 696 sees 26 units.
Unit 697 sees 27 units.
Unit 698 sees 29 units.
Unit 699 sees 31 units.
Unit 700 sees 29 units.
Unit 701 sees 37 units.
Unit 702 sees 37 units.
Unit 703 sees 25 units.
Unit 704 sees 24 units.
Unit 705 sees 21 units.
Unit 706 sees 28 units.
Unit 707 sees 33 units.
Unit 708 sees 23 units.
Unit 709 sees 27 units.
Unit 710 sees 29 units.
Unit 711 sees 32 units.
Unit 712 sees 30 units.
Unit 713 sees 29 units.
Unit 714 sees 29 units.
Unit 715 sees 27 units.
Unit 716 sees 24 units.
Unit 717 sees 29 units.
Unit 718 sees 31 units.
Unit 719 sees 33 units.
Unit 720 sees 24 units.
Unit 721 sees 31 units.
Unit 722 sees 23 units.
Unit 723 sees 26 units.
Unit 724 sees 27 units.
Unit 725 sees 28 units.
Unit 726 sees 24 units.
Unit 727 sees 32 units.
Unit 728 sees 40 units.
Unit 729 sees 25 units.
Unit 730 sees 21 units.
Unit 731 sees 27 units.
Unit 732 sees 24 units.
Unit 733 sees 36 units.
Unit 734 sees 29 units.
Unit 735 sees 27 units.
Unit 736 sees 22 units.
Unit 737 sees 38 units.
Unit 738 sees 28 units.
Unit 739 sees 22 units.
Unit 740 sees 28 units.
Unit 741 sees 33 units.
Unit 742 sees 38 units.
Unit 743 sees 25 units.
Unit 744 sees 18 units.
Unit 745 sees 29 units.
Unit 746 sees 37 units.
Unit 747 sees 27 units.
Unit 748 sees 36 units.
Unit 749 sees 30 units.
Unit 750 sees 42 units.
Unit 751 sees 31 units.
Unit 752 sees 33 units.
Unit 753 sees 33 units.
Unit 754 sees 36 units.
Unit 755 sees 43 units.
Unit 756 sees 25 units.
Unit 757 sees 34 units.
Unit 758 sees 21 units.
Unit 759 sees 26 units.
Unit 760 sees 16 units.
Unit 761 sees 28 units.
Unit 762 sees 25 units.
Unit 763 sees 26 units.
Unit 764 sees 42 units.
Unit 765 sees 32 units.
Unit 766 sees 29 units.
Unit 767 sees 22 units.
Unit 768 sees 19 units.
Unit 769 sees 27 units.
Unit 770 sees 38 units.
Unit 771 sees 28 units.
Unit 772 sees 25 units.
Unit 773 sees 24 units.
Unit 774 sees 31 units.
Unit 775 sees 28 units.
Unit 776 sees 34 units.
Unit 777 sees 28 units.
Unit 778 sees 25 units.
Unit 779 sees 24 units.
Unit 780 sees 29 units.
Unit 781 sees 22 units.
Unit 782 sees 31 units.
Unit 783 sees 28 units.
Unit 784 sees 38 units.
Unit 785 sees 24 units.
Unit 786 sees 37 units.
Unit 787 sees 22 units.
Unit 788 sees 33 units.
Unit 789 sees 23 units.
Unit 790 sees 29 units.
Unit 791 sees 29 units.
Unit 792 sees 36 units.
Unit 793 sees 29 units.
Unit 794 sees 18 units.
Unit 795 sees 28 units.
Unit 796 sees 18 units.
Unit 797 sees 29 units.
Unit 798 sees 33 units.
Unit 799 sees 31 units.
Unit 800 sees 25 units.
Unit 801 sees 28 units.
Unit 802 sees 27 units.
Unit 803 sees 26 units.
Unit 804 sees 28 units.
Unit 805 sees 26 units.
Unit 806 sees 29 units.
Unit 807 sees 29 units.
Unit 808 sees 22 units.
Unit 809 sees 29 units.
Unit 810 sees 26 units.
Unit 811 sees 28 units.
Unit 812 sees 38 units.
Unit 813 sees 29 units.
Unit 814 sees 27 units.
Unit 815 sees 14 units.
Unit 816 sees 6 units.
Unit 817 sees 32 units.
Unit 818 sees 28 units.
Unit 819 sees 27 units.
Unit 820 sees 28 units.
Unit 821 sees 33 units.
Unit 822 sees 34 units.
Unit 823 sees 28 units.
Unit 824 sees 27 units.
Unit 825 sees 31 units.
Unit 826 sees 36 units.
Unit 827 sees 31 units.
Unit 828 sees 26 units.
Unit 829 sees 27 units.
Unit 830 sees 22 units.
Unit 831 sees 21 units.
Unit 832 sees 26 units.
Unit 833 sees 28 units.
Unit 834 sees 31 units.
Unit 835 sees 28 units.
Unit 836 sees 29 units.
Unit 837 sees 25 units.
Unit 838 sees 35 units.
Unit 839 sees 43 units.
Unit 840 sees 31 units.
Unit 841 sees 29 units.
Unit 842 sees 36 units.
Unit 843 sees 25 units.
Unit 844 sees 24 units.
Unit 845 sees 24 units.
Unit 846 sees 41 units.
Unit 847 sees 34 units.
Unit 848 sees 20 units.
Unit 849 sees 24 units.
Unit 850 sees 25 units.
Unit 851 sees 22 units.
Unit 852 sees 3 units.
Unit 853 sees 37 units.
Unit 854 sees 32 units.
Unit 855 sees 35 units.
Unit 856 sees 35 units.
Unit 857 sees 27 units.
Unit 858 sees 37 units.
Unit 859 sees 30 units.
Unit 860 sees 29 units.
Unit 861 sees 30 units.
Unit 862 sees 11 units.
Unit 863 sees 24 units.
Unit 864 sees 30 units.
Unit 865 sees 16 units.
Unit 866 sees 33 units.
Unit 867 sees 28 units.
Unit 868 sees 25 units.
Unit 869 sees 26 units.
Unit 870 sees 22 units.
Unit 871 sees 29 units.
Unit 872 sees 14 units.
Unit 873 sees 33 units.
Unit 874 sees 20 units.
Unit 875 sees 36 units.
Unit 876 sees 31 units.
Unit 877 sees 13 units.
Unit 878 sees 37 units.
Unit 879 sees 39 units.
Unit 880 sees 33 units.
Unit 881 sees 29 units.
Unit 882 sees 26 units.
Unit 883 sees 27 units.
Unit 884 sees 22 units.
Unit 885 sees 34 units.
Unit 886 sees 35 units.
Unit 887 sees 29 units.
Unit 888 sees 30 units.
Unit 889 sees 36 units.
Unit 890 sees 30 units.
Unit 891 sees 36 units.
Unit 892 sees 39 units.
Unit 893 sees 40 units.
Unit 894 sees 23 units.
Unit 895 sees 37 units.
Unit 896 sees 28 units.
Unit 897 sees 30 units.
Unit 898 sees 29 units.
Unit 899 sees 31 units.
Unit 900 sees 19 units.
Unit 901 sees 36 units.
Unit 902 sees 32 units.
Unit 903 sees 27 units.
Unit 904 sees 30 units.
Unit 905 sees 29 units.
Unit 906 sees 31 units.
Unit 907 sees 38 units.
Unit 908 sees 27 units.
Unit 909 sees 27 units.
Unit 910 sees 33 units.
Unit 911 sees 33 units.
Unit 912 sees 25 units.
Unit 913 sees 23 units.
Unit 914 sees 33 units.
Unit 915 sees 33 units.
Unit 916 sees 28 units.
Unit 917 sees 26 units.
Unit 918 sees 33 units.
Unit 919 sees 20 units.
Unit 920 sees 20 units.
Unit 921 sees 32 units.
Unit 922 sees 2 units.
Unit 923 sees 37 units.
Unit 924 sees 20 units.
Unit 925 sees 29 units.
Unit 926 sees 10 units.
Unit 927 sees 26 units.
Unit 928 sees 32 units.
Unit 929 sees 25 units.
Unit 930 sees 27 units.
Unit 931 sees 33 units.
Unit 932 sees 30 units.
Unit 933 sees 8 units.
Unit 934 sees 30 units.
Unit 935 sees 33 units.
Unit 936 sees 31 units.
Unit 937 sees 37 units.
Unit 938 sees 29 units.
Unit 939 sees 9 units.
Unit 940 sees 25 units.
Unit 941 sees 24 units.
Unit 942 sees 31 units.
Unit 943 sees 33 units.
Unit 944 sees 28 units.
Unit 945 sees 29 units.
Unit 946 sees 17 units.
Unit 947 sees 24 units.
Unit 948 sees 35 units.
Unit 949 sees 22 units.
Unit 950 sees 25 units.
Unit 951 sees 33 units.
Unit 952 sees 32 units.
Unit 953 sees 35 units.
Unit 954 sees 22 units.
Unit 955 sees 26 units.
Unit 956 sees 35 units.
Unit 957 sees 26 units.
Unit 958 sees 31 units.
Unit 959 sees 37 units.
Unit 960 sees 40 units.
Unit 961 sees 28 units.
Unit 962 sees 29 units.
Unit 963 sees 29 units.
Unit 964 sees 17 units.
Unit 965 sees 17 units.
Unit 966 sees 22 units.
Unit 967 sees 27 units.
Unit 968 sees 29 units.
Unit 969 sees 19 units.
Unit 970 sees 19 units.
Unit 971 sees 28 units.
Unit 972 sees 23 units.
Unit 973 sees 30 units.
Unit 974 sees 25 units.
Unit 975 sees 30 units.
Unit 976 sees 29 units.
Unit 977 sees 24 units.
Unit 978 sees 28 units.
Unit 979 sees 35 units.
Unit 980 sees 26 units.
Unit 981 sees 31 units.
Unit 982 sees 26 units.
Unit 983 sees 34 units.
Unit 984 sees 30 units.
Unit 985 sees 27 units.
Unit 986 sees 25 units.
Unit 987 sees 25 units.
Unit 988 sees 26 units.
Unit 989 sees 18 units.
Unit 990 sees 25 units.
Unit 991 sees 31 units.
Unit 992 sees 31 units.
Unit 993 sees 31 units.
Unit 994 sees 38 units.
Unit 995 sees 36 units.
Unit 996 sees 26 units.
Unit 997 sees 21 units.
Unit 998 sees 30 units.
Unit 999 sees 17 units.
